link,title,location,description,company_name
https://wuzzuf.net/jobs/p/l5KV0UacXQpa-Sales-Executive-IDH-Cairo-Egypt?o=421&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Sales Executive,"Cairo, Egypt ",Full TimePart TimeExperienced · 0 - 3 Yrs of Exp · Medical/Healthcare · Sales/Retail · sales skills · Sales Target · Customer Service · Sales in Laboratories,IDH -
https://wuzzuf.net/jobs/p/0SLl9hjYGieT-Talented-PHP-Developer-Elev8Assessments-Giza-Egypt?o=422&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Talented PHP Developer,"Giza, Egypt ",Full TimePart TimeWork From HomeExperienced · 2 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · jQuery · Laravel · PHP · Computer Science · HTML · CSS · Git,Elev8Assessments -
https://wuzzuf.net/jobs/p/gTPnS6Sl9dlE-Factory-Manager-Misr-Elhegaz-Group-Cairo-Egypt?o=423&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Factory Manager,"10th of Ramadan City, Cairo, Egypt ",Full TimeManager · 8 - 10 Yrs of Exp · Manufacturing/Production · Quality · Chemical Engineering · Factory Manager · Chemical · Manufacturing · Production · Management · Factory,Misr Elhegaz Group -
https://wuzzuf.net/jobs/p/XmEUvMXl7AW9-Full-stack-Developer-Django-ReactJS-SSC-Egypt-Cairo-Egypt?o=424&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Full-stack Developer (Django & ReactJS),"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · REST · Python · JavaScript · diango · Git · HTML · CSS · React · Docker,SSC Egypt -
https://wuzzuf.net/jobs/p/OVhE02hROM1i-Software-Testing-Engineer-German-Speaker-Expleo-Cairo-Egypt?o=425&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Software Testing Engineer | German Speaker,"Maadi, Cairo, Egypt ",Full TimeExperienced · 0 - 3 Yrs of Exp · IT/Software Development · Quality · Automation · ISTQB · Programming · Selenium · quality · Software Testing,Expleo -
https://wuzzuf.net/jobs/p/w9gACyzkbBpQ-Junior-Python-Developer-RDI-Giza-Egypt?o=426&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Junior Python Developer,"Dokki, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Python · MySQL · JavaScript · React · Angular · RESTful · Django,RDI -
https://wuzzuf.net/jobs/p/9LO58o9rZjhZ-Sales-Account-Manager-IT-Solutions-Injaz-Tech-for-advanced-systems-Cairo-Egypt?o=427&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Sales Account Manager (IT Solutions),"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Sales/Retail · Sales · account manager · Sales Target · IT · Business Administration · Communication · sales skills,Injaz Tech for advanced systems -
https://wuzzuf.net/jobs/p/jikQNwbbYFMx-Payroll-Officer-Zewail-City-Giza-Egypt?o=428&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Payroll Officer,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Human Resources · HR · Human Resources (HR) · Payroll · Labor Law · Accounting · Microsoft Office · MS Office,Zewail City -
https://wuzzuf.net/jobs/p/esM5vXrGSdNf-Elastic-Enabler-Expert-Orange-Business-Cairo-Egypt?o=429&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Elastic Enabler Expert,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5 - 9 Yrs of Exp · IT/Software Development · Kubernetes · DevOps · Elastic · elk · Elasticsearch · elastic stack · logstash · elastic cloud · metricbeat,Orange Business -
https://wuzzuf.net/jobs/p/nca3biJeli71-Technical-Sales-Engineer-ElMehy-Engineering-Company-Cairo-Egypt?o=430&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Technical Sales Engineer,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Sales/Retail · Pharmaceutical · Engineering - Mechanical/Electrical · Engineering · Pharma · Pharmacy · Sales · sales skills · Pharmaceutical Industries · Technical Sales,ElMehy Engineering Company -
https://wuzzuf.net/jobs/p/cvaFDtNKcfNG-Head-OF-Accounting-Cairo-Egypt?o=431&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Head OF Accounting,"Cairo, Egypt ",Full TimeSenior Management · 10 - 20 Yrs of Exp · Accounting/Finance · Operations/Management · Accounting · Financial Management · business · Finance · Financial Analysis · Operations,Confidential -
https://wuzzuf.net/jobs/p/4GbUICA19QYG-Senior-iOS-Developer-Perfect-Presentation-Giza-Egypt?o=432&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior iOS Developer,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · iOS · Software Development · Software Engineering,Perfect Presentation -
https://wuzzuf.net/jobs/p/Fyr2pSSDios9-Senior-Sales-Executive-LIVIT-Giza-Egypt?o=433&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Sales Executive,"6th of October, Giza, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · Business Development · Sales/Retail · Sales · Sales Target · Schools · Education Sales · CRM · sales skills · English · Communication skills,LIVIT -
https://wuzzuf.net/jobs/p/WydJgsrd9685-Senior-Cloud-Infrastructure-Architect-Ejada-Jeddah-Saudi-Arabia?o=434&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Cloud Infrastructure Architect,"Jeddah, Saudi Arabia ",Full TimeExperienced · 7+ Yrs of Exp · Banking · IT/Software Development · Information Technology (IT) · Infrastructure,Ejada  -
https://wuzzuf.net/jobs/p/OSh30wqH9wG1-Support-Engineer-Ejada-Cairo-Egypt?o=435&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Support Engineer,"Cairo, Egypt ",Full TimeEntry Level · 2 - 5 Yrs of Exp · IT/Software Development · Linux · Networking · SQL · Information Technology (IT),Ejada  -
https://wuzzuf.net/jobs/p/NdyzaIn7yuBA-Odoo-Developer-Arabia-for-Information-Technology-Cairo-Egypt?o=436&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Odoo Developer,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · Python · PostgreSQL · ERP · Odoo Development · Odoo ERP,Arabia for Information Technology -
https://wuzzuf.net/jobs/p/kUGfesEKHhA2-Senior-Registrar-Zewail-City-Giza-Egypt?o=437&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Registrar,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Administration · Education/Teaching · registrar · Admission · education · Administration · Microsoft Office,Zewail City -
https://wuzzuf.net/jobs/p/Byc8z65vdkHd-Ionic-angular-developer-Cairo-Egypt?o=438&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Ionic angular developer,"Maadi, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Angular · Ionic · Ionic Framework · Cordova · JavaScript · Typescript,Confidential -
https://wuzzuf.net/jobs/p/FntjC5yB93rg-Process-Improvement-Analyst-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=439&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Process Improvement Analyst,"Smart Village, Giza, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · Business Development · Analyst/Research · visio · Analysis · Administration · Process Improvement,Fawry for Banking Technology and Electronic Payments S.A.E -
https://wuzzuf.net/jobs/p/VNqGqdHexwfo-Quality-Control-Supervisor-SAVOLA-Qalubia-Egypt?o=440&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Quality Control Supervisor,"Qanater Khairya, Qalubia, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · Quality Control · Quality Assurance · FMCG · Industrial · Engineering,SAVOLA -
https://wuzzuf.net/jobs/p/K1T9qIOuR4Wy-SAP-Development-Manager-Partner-More-Giza-Egypt?o=441&l=sp&t=sj&a=data science|search-v3|hpb|spbg,SAP Development Manager,"Abu Rawash, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · SAP · Software Development · ABAP · OO ABAP · S/4 HANA · BI · Web API · SAP BAPI · LSMW,Partner & More -
https://wuzzuf.net/jobs/p/wbv4XDrDVQA4-Senior-Full-stack-Software-Engineer-Ionic-Netcore-Cairo-Egypt?o=442&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Full-stack Software Engineer (Ionic / .Netcore ),"New Cairo, Cairo, Egypt ",Full TimePart TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Sports and Leisure · Full Stack · Ionic · .netcore,Confidential -
https://wuzzuf.net/jobs/p/Lv03dPnKVKML-Senior-Admin-Assistant-Zewail-City-Giza-Egypt?o=443&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Admin Assistant,"6th of October, Giza, Egypt ",Full TimeExperienced · 6 - 9 Yrs of Exp · Administration · Administration · Communication · Communication skills · Office management,Zewail City -
https://wuzzuf.net/jobs/p/ba8SmNHuK2pp-Applications-Administrator-Centro-CDX-Cairo-Egypt?o=444&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Applications Administrator,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · database admin · DBA · Oracle · app admin · Dynamics 365 · D365 FO · CE security · LCS · Azure Cloud,Centro CDX -
https://wuzzuf.net/jobs/p/TDIl3dpTtpD8-immunologyimmuno-oncology-scientist-Proteinea-Cairo-Egypt?o=445&l=sp&t=sj&a=data science|search-v3|hpb|spbg,immunology/immuno-oncology scientist,"Cairo, Egypt ",Full TimeEntry Level · R&D/Science · Immunology · immuno-oncology,Proteinea -
https://wuzzuf.net/jobs/p/DVdo73WXCyr6-Mechanical-Engineer-Egypt-Gold-Cairo-Egypt?o=446&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Mechanical Engineer,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering · Maintenance · Manufacturing · Mechanical · Mechanical Engineering · technical · Management,Egypt Gold  -
https://wuzzuf.net/jobs/p/uxcZIrFVDTi3-ElectronJS-Web-Developer-VRapeutic-Cairo-Egypt?o=447&l=sp&t=sj&a=data science|search-v3|hpb|spbg,ElectronJS (Web) Developer,"Cairo, Egypt ",Freelance / ProjectExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Electron · Electronjs · JavaScript · React · Web Development,VRapeutic -
https://wuzzuf.net/jobs/p/IwOoCNL0Qr2d-Mechanical-Sale-Engineer-Cairo-Egypt?o=448&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Mechanical Sale Engineer,"Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Engineering - Mechanical/Electrical · Mechanical · Mechanical Engineering · Sales · sales skills · technical · Engineering,Confidential -
https://wuzzuf.net/jobs/p/wkEwVwd1GS82-Medical-Project-Officer---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=449&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Medical Project Officer - Alexandria,"Alexandria, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Medical/Healthcare · Project/Program Management · Pharmaceutical · Project Management · Microsoft Office · Medical · PMP · Pharmaceutical · Management · Research,Caduceus Lane -
https://wuzzuf.net/jobs/p/Y9edxQBeGT96-Help-Desk-Specialist-Al-Amin-Technological-Systems-Cairo-Egypt?o=450&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Help Desk Specialist,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Help desk · Information technology · Support · Software · Installation · computer,Al Amin Technological Systems -
https://wuzzuf.net/jobs/p/28hZvBAJpGiA-HSE-Supervisor-Blue-Ribbon-Cairo-Egypt?o=451&l=sp&t=sj&a=data science|search-v3|hpb|spbg,HSE Supervisor,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · Quality · Engineering - Other · Engineering · Health &amp; Safety · English · HSE · Management · Microsoft Office · quality,Blue Ribbon -
https://wuzzuf.net/jobs/p/leNp63ODudLG-Senior-Software-Developer-Java-Aman-Giza-Egypt?o=452&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Software Developer (Java),"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · CSS · XML · OOP · Spring Boot,Aman -
https://wuzzuf.net/jobs/p/WB0Q3NIFseXY-Test-Lead-Agile-Technologies-Cairo-Egypt?o=453&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Test Lead,"Cairo, Egypt ",Full TimeManager · 8 - 10 Yrs of Exp · Quality · quality · QA · Quality Assurance · Agile · Testing · Automation,Agile Technologies  -
https://wuzzuf.net/jobs/p/KMFm661d9t2u-Senior-Microsoft-System-Consultant-Global-Brands-Cairo-Egypt?o=454&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Microsoft System Consultant,"New Cairo, Cairo, Egypt ",Full TimeWork From HomeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Cloud · Azure · Computer Engineering · Information Technology (IT) · Network Security · Security · Engineering,Global Brands -
https://wuzzuf.net/jobs/p/QzcqDxI4nJZ4-ERP-Application-Software-Develper-Aschl-Management-Systems-Linz-Austria?o=455&l=sp&t=sj&a=data science|search-v3|hpb|spbg,ERP Application Software Develper,"Linz, Austria ",Full TimeWork From HomeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Software engineer · Software Engineering · Software Development,Aschl Management Systems -
https://wuzzuf.net/jobs/p/qEfnnvSI5ptn-Intellectual-PropertyPatent-Engineer-Elaraby-Group-Qalubia-Egypt?o=456&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Intellectual Property/Patent Engineer,"Banha, Qalubia, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Analyst/Research · Engineering - Mechanical/Electrical · PATENT · Property · intellectual property · Engineering · Development · Mechanical Engineering,Elaraby Group -
https://wuzzuf.net/jobs/p/wSzGwjrz5gfy-Mechanical-Engineer-HTC-group-Cairo-Egypt?o=457&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Mechanical Engineer,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 4 Yrs of Exp · Installation/Maintenance/Repair · Sales/Retail · Engineering - Mechanical/Electrical · HVAC · Plumbing · Mechanical Engineering · Design,HTC group -
https://wuzzuf.net/jobs/p/J256cTtogpVo-C-Unreal-Engine-Developer-Söderhub-Alexandria-Egypt?o=458&l=sp&t=sj&a=data science|search-v3|hpb|spbg,C++ Unreal Engine Developer,"San Stefano, Alexandria, Egypt ",Full TimeWork From HomeExperienced · 1 - 5 Yrs of Exp · IT/Software Development · c++ · Unreal Engine,Söderhub -
https://wuzzuf.net/jobs/p/DlAmNt5YbDZ2-Senior-Software-Engineer---K2-ITWORX-Cairo-Egypt?o=459&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Software Engineer - K2,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · ASP.Net · .NET Core · K2 Workflow Process · Entity Framework,ITWORX -
https://wuzzuf.net/jobs/p/xNRiLqE0BG3u-Senior-NET-Developer-SiFi-Riyadh-Saudi-Arabia?o=460&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior .NET Developer,"Riyadh, Saudi Arabia ",Full TimeExperienced · 7 - 12 Yrs of Exp · IT/Software Development · Software Development · Software Engineering · JavaScript · SQL · jQuery,SiFi -
https://wuzzuf.net/jobs/p/lsMqyLGmfuxn-Java-Developer-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=461&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Java Developer,"Cairo, Egypt ",Full TimeExperienced · 2 - 10 Yrs of Exp · IT/Software Development · Java · Development · REST · Information Technology (IT),Target Recruitment  & HR Solutions  -
https://wuzzuf.net/jobs/p/amIcqqiMli0z-HSE-Specialist---Haven-Cleopatra-Hospitals-Group-Giza-Egypt?o=462&l=sp&t=sj&a=data science|search-v3|hpb|spbg,HSE Specialist - Haven,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · Engineering - Other · HSE Specialist · HSE,Cleopatra Hospitals Group -
https://wuzzuf.net/jobs/p/E6E7u4iCnaxH-Growth-Manager-Raya-Distribution-Cairo-Egypt?o=463&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Growth Manager,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · Operations/Management · Analysis · Analytics tools · Operations Management · growth,Raya Distribution -
https://wuzzuf.net/jobs/p/YulRZ6gGRu3W-Web-Developer-Specialist-Misr-Insurance-Co-Giza-Egypt?o=464&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Web Developer Specialist,"Giza, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Business Development · Marketing/PR/Advertising · Web Development · Business Development,Misr Insurance Co -
https://wuzzuf.net/jobs/p/TAUvts1Z1j60-DABI-Developer-Misr-Insurance-Co-Giza-Egypt?o=465&l=sp&t=sj&a=data science|search-v3|hpb|spbg,DA\BI Developer,"Giza, Egypt ",Full TimeExperienced · 7 - 9 Yrs of Exp · Project/Program Management · BI · business · BI Developer,Misr Insurance Co -
https://wuzzuf.net/jobs/p/nRED41OzlBxZ-IT-Manager-SAP-Background-Giza-Egypt?o=466&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Manager ( SAP Background ),"Sheikh Zayed, Giza, Egypt ",Full TimeManager · 10 - 15 Yrs of Exp · IT/Software Development · Project/Program Management · ERP · PMP · Project Management · SAP · Software · Information Technology (IT),Confidential -
https://wuzzuf.net/jobs/p/ajmXBzTF7H8A-Odoo-Functional-Consultant-Smart-Technologies-Cairo-Egypt?o=467&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Odoo Functional Consultant,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 20 Yrs of Exp · Accounting/Finance · IT/Software Development · Odoo ERP · functional consultant · Business Processes · Accounting · Manufacturing · Odoo · business · Functional,Smart Technologies -
https://wuzzuf.net/jobs/p/ukh6mekus9RX-Senior-Front-End-Developer-Angular-Egabi-FSI-Cairo-Egypt?o=468&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Front End Developer / Angular,"Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Angular · Angular2 · Angular4 · Front-End Development,Egabi FSI -
https://wuzzuf.net/jobs/p/bePVvtbNBNwD-Net-Core-Angular-Full-Stack-developer-Manzoma-Cairo-Egypt?o=469&l=sp&t=sj&a=data science|search-v3|hpb|spbg,.Net Core/ Angular Full Stack developer,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · males_preferred · IT/Software Development · .Net · Angular · CSS · Full Stack · HTML · JavaScript · Software Development · SQL,Manzoma -
